2024-06-18 22:28:49,562 INFO    StreamThr :247308 [internal.py:wandb_internal():86] W&B internal server running at pid: 247308, started at: 2024-06-18 22:28:49.562199
2024-06-18 22:28:49,564 DEBUG   HandlerThread:247308 [handler.py:handle_request():146] handle_request: status
2024-06-18 22:28:49,566 INFO    WriterThread:247308 [datastore.py:open_for_write():87] open: /home/paperspace/unsloth/unsloth/wandb/run-20240618_222849-1k9glhs3/run-1k9glhs3.wandb
2024-06-18 22:28:49,567 DEBUG   SenderThread:247308 [sender.py:send():379] send: header
2024-06-18 22:28:49,587 DEBUG   SenderThread:247308 [sender.py:send():379] send: run
2024-06-18 22:28:49,825 INFO    SenderThread:247308 [dir_watcher.py:__init__():211] watching files in: /home/paperspace/unsloth/unsloth/wandb/run-20240618_222849-1k9glhs3/files
2024-06-18 22:28:49,825 INFO    SenderThread:247308 [sender.py:_start_run_threads():1124] run started: 1k9glhs3 with start time 1718749729.561958
2024-06-18 22:28:49,832 DEBUG   HandlerThread:247308 [handler.py:handle_request():146] handle_request: check_version
2024-06-18 22:28:49,832 DEBUG   SenderThread:247308 [sender.py:send_request():406] send_request: check_version
2024-06-18 22:28:49,899 DEBUG   HandlerThread:247308 [handler.py:handle_request():146] handle_request: run_start
2024-06-18 22:28:49,906 DEBUG   HandlerThread:247308 [system_info.py:__init__():26] System info init
2024-06-18 22:28:49,907 DEBUG   HandlerThread:247308 [system_info.py:__init__():41] System info init done
2024-06-18 22:28:49,907 INFO    HandlerThread:247308 [system_monitor.py:start():194] Starting system monitor
2024-06-18 22:28:49,907 INFO    SystemMonitor:247308 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-18 22:28:49,907 INFO    HandlerThread:247308 [system_monitor.py:probe():214] Collecting system info
2024-06-18 22:28:49,907 INFO    SystemMonitor:247308 [interfaces.py:start():190] Started cpu monitoring
2024-06-18 22:28:49,908 INFO    SystemMonitor:247308 [interfaces.py:start():190] Started disk monitoring
2024-06-18 22:28:49,909 INFO    SystemMonitor:247308 [interfaces.py:start():190] Started gpu monitoring
2024-06-18 22:28:49,911 INFO    SystemMonitor:247308 [interfaces.py:start():190] Started memory monitoring
2024-06-18 22:28:49,912 INFO    SystemMonitor:247308 [interfaces.py:start():190] Started network monitoring
2024-06-18 22:28:49,917 DEBUG   HandlerThread:247308 [system_info.py:probe():150] Probing system
2024-06-18 22:28:49,923 DEBUG   HandlerThread:247308 [system_info.py:_probe_git():135] Probing git
2024-06-18 22:28:49,932 DEBUG   HandlerThread:247308 [system_info.py:_probe_git():143] Probing git done
2024-06-18 22:28:49,933 DEBUG   HandlerThread:247308 [system_info.py:probe():198] Probing system done
2024-06-18 22:28:49,933 DEBUG   HandlerThread:247308 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-37-generic-x86_64-with-glibc2.17', 'python': '3.8.19', 'heartbeatAt': '2024-06-18T22:28:49.917823', 'startedAt': '2024-06-18T22:28:49.557458', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/paperspace/unsloth/unsloth/unsloth/trainer.py', 'codePathLocal': 'unsloth/trainer.py', 'codePath': 'unsloth/trainer.py', 'git': {'remote': 'https://github.com/Trainy-ai/unsloth.git', 'commit': '64bb8cfd512a9dcd860d21563b624676f7432ec5'}, 'email': None, 'root': '/home/paperspace/unsloth/unsloth', 'host': 'psoh3revuodj', 'username': 'paperspace', 'executable': '/home/paperspace/miniconda3/envs/cudaenv/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2800.164, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}, {'current': 2800.164, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 982.4505729675293, 'used': 46.89462661743164}}, 'gpu': 'NVIDIA A100-SXM4-80GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A100-SXM4-80GB', 'memory_total': 85899345920}], 'memory': {'total': 88.37420654296875}}
2024-06-18 22:28:49,933 INFO    HandlerThread:247308 [system_monitor.py:probe():224] Finished collecting system info
2024-06-18 22:28:49,933 INFO    HandlerThread:247308 [system_monitor.py:probe():227] Publishing system info
2024-06-18 22:28:49,933 DEBUG   HandlerThread:247308 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-18 22:28:50,826 INFO    Thread-12 :247308 [dir_watcher.py:_on_file_created():271] file/dir created: /home/paperspace/unsloth/unsloth/wandb/run-20240618_222849-1k9glhs3/files/conda-environment.yaml
2024-06-18 22:28:51,703 DEBUG   HandlerThread:247308 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-18 22:28:51,704 INFO    HandlerThread:247308 [system_monitor.py:probe():229] Finished publishing system info
2024-06-18 22:28:51,706 DEBUG   SenderThread:247308 [sender.py:send():379] send: files
2024-06-18 22:28:51,707 INFO    SenderThread:247308 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-06-18 22:28:51,765 DEBUG   HandlerThread:247308 [handler.py:handle_request():146] handle_request: python_packages
2024-06-18 22:28:51,766 DEBUG   HandlerThread:247308 [handler.py:handle_request():146] handle_request: stop_status
