2024-06-18 22:46:46,733 INFO    StreamThr :250702 [internal.py:wandb_internal():86] W&B internal server running at pid: 250702, started at: 2024-06-18 22:46:46.732606
2024-06-18 22:46:46,736 DEBUG   HandlerThread:250702 [handler.py:handle_request():146] handle_request: status
2024-06-18 22:46:46,737 INFO    WriterThread:250702 [datastore.py:open_for_write():87] open: /home/paperspace/unsloth/unsloth/wandb/run-20240618_224646-b74bvmil/run-b74bvmil.wandb
2024-06-18 22:46:46,737 DEBUG   SenderThread:250702 [sender.py:send():379] send: header
2024-06-18 22:46:46,756 DEBUG   SenderThread:250702 [sender.py:send():379] send: run
2024-06-18 22:46:46,939 INFO    SenderThread:250702 [dir_watcher.py:__init__():211] watching files in: /home/paperspace/unsloth/unsloth/wandb/run-20240618_224646-b74bvmil/files
2024-06-18 22:46:46,939 INFO    SenderThread:250702 [sender.py:_start_run_threads():1124] run started: b74bvmil with start time 1718750806.732301
2024-06-18 22:46:46,947 DEBUG   HandlerThread:250702 [handler.py:handle_request():146] handle_request: check_version
2024-06-18 22:46:46,948 DEBUG   SenderThread:250702 [sender.py:send_request():406] send_request: check_version
2024-06-18 22:46:47,019 DEBUG   HandlerThread:250702 [handler.py:handle_request():146] handle_request: run_start
2024-06-18 22:46:47,027 DEBUG   HandlerThread:250702 [system_info.py:__init__():26] System info init
2024-06-18 22:46:47,027 DEBUG   HandlerThread:250702 [system_info.py:__init__():41] System info init done
2024-06-18 22:46:47,027 INFO    HandlerThread:250702 [system_monitor.py:start():194] Starting system monitor
2024-06-18 22:46:47,027 INFO    SystemMonitor:250702 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-18 22:46:47,027 INFO    HandlerThread:250702 [system_monitor.py:probe():214] Collecting system info
2024-06-18 22:46:47,028 INFO    SystemMonitor:250702 [interfaces.py:start():190] Started cpu monitoring
2024-06-18 22:46:47,029 INFO    SystemMonitor:250702 [interfaces.py:start():190] Started disk monitoring
2024-06-18 22:46:47,030 INFO    SystemMonitor:250702 [interfaces.py:start():190] Started gpu monitoring
2024-06-18 22:46:47,032 INFO    SystemMonitor:250702 [interfaces.py:start():190] Started memory monitoring
2024-06-18 22:46:47,032 INFO    SystemMonitor:250702 [interfaces.py:start():190] Started network monitoring
2024-06-18 22:46:47,035 DEBUG   HandlerThread:250702 [system_info.py:probe():150] Probing system
2024-06-18 22:46:47,041 DEBUG   HandlerThread:250702 [system_info.py:_probe_git():135] Probing git
2024-06-18 22:46:47,054 DEBUG   HandlerThread:250702 [system_info.py:_probe_git():143] Probing git done
2024-06-18 22:46:47,054 DEBUG   HandlerThread:250702 [system_info.py:probe():198] Probing system done
